--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
out/أطي_658.jpg          	أطي                      	0.9973
out/أفدا_686.jpg         	أفدا                     	0.9989
out/اھارتا_455.jpg       	اارتا                    	0.9957
out/اھجوز_321.jpg        	اجوز                     	0.9989
out/اھر_325.jpg          	ار                       	0.9993
out/بابسا_139.jpg        	بابسا                    	0.9991
out/بابصا_179.jpg        	بابصا                    	0.9993
out/بابصا_265.jpg        	بابصا                    	0.9992
out/باتعلأ_606.jpg       	باتعلأ                   	0.9971
out/بادحا_753.jpg        	بادحا                    	0.9993
out/بارعا_825.jpg        	بارعا                    	0.9993
out/بارعلأا_134.jpg      	بارعلأا                  	0.9963
out/باضتقا_97.jpg        	باضتقا                   	0.9936
out/باعتا_974.jpg        	باعتا                    	0.9989
out/باق_919.jpg          	باق                      	0.9998
out/بان_480.jpg          	بان                      	0.9996
out/بانجا_483.jpg        	بانجا                    	0.9969
out/بايھ_329.jpg         	باي                      	0.9996
out/باھش_169.jpg         	باش                      	0.9993
out/ببدم_2.jpg           	ببدم                     	0.9977
out/ببلج_835.jpg         	ببلج                     	0.9969
out/بتر_794.jpg          	بتر                      	0.9996
out/بتع_591.jpg          	بتع                      	0.9949
out/بدبد_901.jpg         	بدبد                     	0.9993
out/براشم_712.jpg        	براشم                    	0.9993
out/براقم_935.jpg        	براقم                    	0.9994
out/برعم_622.jpg         	برعم                     	0.9997
out/بستحم_296.jpg        	بستحم                    	0.9978
out/بسع_433.jpg          	بسع                      	0.9997
out/بعج_890.jpg          	بعج                      	0.9994
out/بعلات_463.jpg        	بعلتت                    	0.5751
out/بغس_143.jpg          	بغس                      	0.9461
out/بلاخم_124.jpg        	بلاخم                    	0.9987
out/بلاعث_93.jpg         	بلاعث                    	0.9985
out/بلاق_999.jpg         	بلاق                     	0.9873
out/بلطم_193.jpg         	بلطم                     	0.9996
out/بلقش_168.jpg         	بلقش                     	0.9996
out/بنقلا_84.jpg         	بنقلا                    	0.9996
out/بنقلا_968.jpg        	بنقلا                    	0.9996
out/بوذجم_735.jpg        	بوذجم                    	0.9968
out/بيبل_625.jpg         	بيبل                     	0.9970
out/بيغملا_257.jpg       	بيغملا                   	0.9992
out/بيكرتلا_417.jpg      	بيكرتلا                  	0.9975
out/بيلص_730.jpg         	بيلص                     	0.9978
out/بيللاج_546.jpg       	بيللاج                   	0.8886
out/بيوطت_214.jpg        	بيوطت                    	0.9959
out/بيوطت_486.jpg        	بيوطت                    	0.9811
out/بييانا_800.jpg       	بييانا                   	0.9208
out/بييانا_988.jpg       	بييانا                   	0.9354
out/بئاط_157.jpg         	بئاط                     	0.9991
out/ةءادر_146.jpg        	ةءادر                    	0.9969
out/ةاراجم_251.jpg       	ةاراجم                   	0.9991
out/ةارثمك_513.jpg       	ةارثمك                   	0.9937
out/ةارغم_197.jpg        	ةارغم                    	0.9996
out/ةاسرم_846.jpg        	ةاسرم                    	0.9984
out/ةاعنم_127.jpg        	ةاعنم                    	0.9996
out/ةاقر_704.jpg         	ةاقر                     	0.9991
out/ةاكز_936.jpg         	ةاكز                     	0.9997
out/ةبأك_20.jpg          	ةبأك                     	0.9964
out/ةبذكب_466.jpg        	ةبذكب                    	0.9295
out/ةبذم_223.jpg         	ةبذم                     	0.9964
out/ةبطخا_158.jpg        	ةبطخا                    	0.9968
out/ةبلاھ_975.jpg        	ةللا                     	0.9825
out/ةبوت_537.jpg         	ةبوت                     	0.9984
out/ةبيكز_482.jpg        	ةبيكز                    	0.9978
out/ةتيم_608.jpg         	ةتيم                     	0.9884
out/ةثودحا_882.jpg       	ةثودحا                   	0.9942
out/ةجاجد_36.jpg         	ةجاجد                    	0.9992
out/ةجاذس_639.jpg        	ةجاذس                    	0.9981
out/ةجحسم_872.jpg        	ةجحسم                    	0.9993
out/ةجيشو_188.jpg        	ةجيشو                    	0.9954
out/ةحاسم_344.jpg        	ةحاسم                    	0.9992
out/ةحبس_281.jpg         	ةحبس                     	0.9837
out/ةحبست_594.jpg        	ةحبست                    	0.9986
out/ةحص_669.jpg          	ةحص                      	0.9895
out/ةحطن_170.jpg         	ةحطن                     	0.9994
out/ةحوبحب_898.jpg       	ةحوبحب                   	0.9895
out/ةداجم_267.jpg        	ةداجم                    	0.9994
out/ةدارلإا_836.jpg      	ةدارلإا                  	0.9942
out/ةدافو_120.jpg        	ةدافو                    	0.9977
out/ةدراطم_61.jpg        	ةدراطم                   	0.9983
out/ةدرجملا_65.jpg       	ةدرجملا                  	0.9978
out/ةدوعج_501.jpg        	ةدوعج                    	0.9985
out/ةذخاؤم_720.jpg       	ةذخاؤم                   	0.9154
out/ةرباثم_874.jpg       	ةرباثم                   	0.9968
out/ةربعلا_956.jpg       	ةربعلا                   	0.9987
out/ةرتح_314.jpg         	ةرتح                     	0.9990
out/ةرتس_676.jpg         	ةرتس                     	0.9992
out/ةرتف_663.jpg         	ةرتف                     	0.9986
out/ةرثب_934.jpg         	ةرثب                     	0.9973
out/ةرجشلا_137.jpg       	ةرجشلا                   	0.9984
out/ةرخسلا_436.jpg       	ةرخسلا                   	0.9971
out/ةردجم_204.jpg        	ةردجم                    	0.9992
out/ةرصانلا_400.jpg      	ةرصانلا                  	0.9984
out/ةرعم_159.jpg         	ةرعم                     	0.9988
out/ةرقرق_521.jpg        	ةرقرق                    	0.9998
out/ةرقھق_428.jpg        	ةرقق                     	0.9994
out/ةركفلا_301.jpg       	ةركفلا                   	0.9971
out/ةركلا_541.jpg        	ةركلا                    	0.9981
out/ةرماقم_381.jpg       	ةرماقم                   	0.9970
out/ةرمغ_692.jpg         	ةرمغ                     	0.9991
out/ةروخص_489.jpg        	ةروخص                    	0.9978
out/ةرورضلا_734.jpg      	ةرورضلا                  	0.9985
out/ةروريص_832.jpg       	ةروريص                   	0.9974
out/ةريد_572.jpg         	ةريد                     	0.9993
out/ةريسلا_479.jpg       	ةريسلا                   	0.9966
out/ةرئادلا_355.jpg      	ةرئادلا                  	0.9985
out/ةرھو_445.jpg         	ةرو                      	0.9995
out/ةزرابم_899.jpg       	ةزرابم                   	0.9983
out/ةزيرب_200.jpg        	ةزيرب                    	0.9996
out/ةزھجا_25.jpg         	ةزجا                     	0.9996
out/ةساخن_331.jpg        	ةساخن                    	0.9990
out/ةساردلا_953.jpg      	ةساردلا                  	0.9981
out/ةسآي_722.jpg         	ةسآي                     	0.9987
out/ةسرع_864.jpg         	ةسرع                     	0.9822
out/ةسكاعم_241.jpg       	ةسكاعم                   	0.9995
out/ةسوحن_71.jpg         	ةسوحن                    	0.9931
out/ةسيبلت_418.jpg       	ةسيبلت                   	0.9987
out/ةسيلوب_47.jpg        	ةسيلوب                   	0.9974
out/ةسيلوب_955.jpg       	ةسيلوب                   	0.9977
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
out/ةشارف_634.jpg        	ةشارف                    	0.9979
out/ةشون_523.jpg         	ةشون                     	0.9992
out/ةشون_624.jpg         	ةشون                     	0.9998
out/ةضف_45.jpg           	ةضف                      	0.9995
out/ةضفن_282.jpg         	ةضفن                     	0.9984
out/ةضفن_729.jpg         	ةضفن                     	0.9997
out/ةطب_113.jpg          	ةطب                      	0.9997
out/ةطسوتملا_945.jpg     	ةطسوتملا                 	0.9965
out/ةطلخ_855.jpg         	ةطلخ                     	0.9995
out/ةطمقا_235.jpg        	ةطمقا                    	0.9997
out/ةعجارلا_957.jpg      	ةعجارلا                  	0.9953
out/ةعنم_229.jpg         	ةعنم                     	0.9996
out/ةعيدب_741.jpg        	ةعيدب                    	0.9964
out/ةغلابم_661.jpg       	ةغلابم                   	0.9986
out/ةفاشك_816.jpg        	ةفاشك                    	0.9998
out/ةفأر_244.jpg         	ةفأر                     	0.9970
out/ةفدصلاب_392.jpg      	ةفدصلاب                  	0.9987
out/ةفصو_932.jpg         	ةفصو                     	0.9997
out/ةفعا_151.jpg         	ةفعا                     	0.9992
out/ةفلز_363.jpg         	ةفلز                     	0.9995
out/ةفيرش_795.jpg        	ةفيرش                    	0.9987
out/ةفيظولا_471.jpg      	ةفيظولا                  	0.9974
out/ةقبط_425.jpg         	ةقبط                     	0.9963
out/ةقدص_727.jpg         	ةقدص                     	0.9992
out/ةقرخ_504.jpg         	ةقرخ                     	0.9995
out/ةقطنم_333.jpg        	ةقطنم                    	0.9997
out/ةقناعم_210.jpg       	ةقناعم                   	0.9995
out/ةقوزح_708.jpg        	ةقوزح                    	0.9994
out/ةكانض_87.jpg         	ةكانض                    	0.9995
out/ةكانض_337.jpg        	ةكانض                    	0.9993
out/ةكرحتملا_944.jpg     	ةكرحتملا                 	0.9921
out/ةلابر_206.jpg        	ةلابر                    	0.9980
out/ةلاثح_654.jpg        	ةلاثح                    	0.9989
out/ةلاحلإا_985.jpg      	ةلاحلإا                  	0.9873
out/ةلاخم_510.jpg        	ةلاخم                    	0.9989
out/ةلاسع_161.jpg        	ةلاسع                    	0.9993
out/ةلامث_294.jpg        	ةلامث                    	0.9992
out/ةلبر_566.jpg         	ةلبر                     	0.9990
out/ةلبق_773.jpg         	ةلبق                     	0.9994
out/ةلتند_799.jpg        	ةلتند                    	0.9991
out/ةلرغ_545.jpg         	ةلرغ                     	0.9979
out/ةلزب_931.jpg         	ةلزب                     	0.9988
out/ةلزننمب_627.jpg      	ةلزننمب                  	0.9846
out/ةلطب_117.jpg         	ةلطب                     	0.9997
out/ةلقلق_181.jpg        	ةلقلق                    	0.9995
out/ةللاد_116.jpg        	ةللاد                    	0.9886
out/ةللادلا_0.jpg        	ةللادلا                  	0.9952
out/ةلواقملاب_657.jpg    	ةلواقملاب                	0.9979
out/ةلوانم_52.jpg        	ةلوانم                   	0.9996
out/ةلوھس_110.jpg        	ةلوس                     	0.9985
out/ةليرم_57.jpg         	ةليرم                    	0.9995
out/ةليش_372.jpg         	ةليش                     	0.9997
out/ةليش_880.jpg         	ةليش                     	0.9997
out/ةماھن_374.jpg        	ةمان                     	0.9993
out/ةمث_201.jpg          	ةمث                      	0.9995
out/ةمجارت_887.jpg       	ةمجارت                   	0.9979
out/ةمرجم_851.jpg        	ةمرجم                    	0.9995
out/ةمرطسب_278.jpg       	ةمرطسب                   	0.9989
out/ةمشاغ_921.jpg        	ةمشاغ                    	0.9990
out/ةمشر_775.jpg         	ةمشر                     	0.9991
out/ةمقلا_468.jpg        	ةمقلا                    	0.9995
out/ةمقم_785.jpg         	ةمقم                     	0.9998
out/ةميدقلا_930.jpg      	ةميدقلا                  	0.9992
out/ةميرخت_808.jpg       	ةميرخت                   	0.9964
out/ةميكش_924.jpg        	ةميكش                    	0.9996
out/ةميمض_557.jpg        	ةميمض                    	0.9996
out/ةميمنلاب_784.jpg     	ةميمنلاب                 	0.9985
out/ةناخبتك_823.jpg      	ةناخبتك                  	0.9933
out/ةناسرت_914.jpg       	ةناسرت                   	0.9984
out/ةنخاد_754.jpg        	ةنخاد                    	0.9987
out/ةنرد_763.jpg         	ةنرد                     	0.9992
out/ةنشم_965.jpg         	ةنشم                     	0.9997
out/ةنوبط_222.jpg        	ةنوبط                    	0.9995
out/ةنونيد_565.jpg       	ةنونيد                   	0.9993
out/ةنيبش_950.jpg        	ةنيبش                    	0.7836
out/ةنھ_586.jpg          	ةن                       	0.9997
out/ةواند_519.jpg        	ةواند                    	0.9995
out/ةوبا_570.jpg         	ةوبا                     	0.9995
out/ةودحا_550.jpg        	ةودحا                    	0.9992
out/ةورب_226.jpg         	ةورب                     	0.9982
out/ةوزعلا_911.jpg       	ةوزعلا                   	0.9994
out/ةوفض_50.jpg          	ةوفض                     	0.9995
out/ةوفغ_728.jpg         	ةوفغ                     	0.9957
out/ةولص_218.jpg         	ةولص                     	0.9904
out/ةوھقلا_91.jpg        	ةوقلا                    	0.9990
out/ةيار_391.jpg         	ةيار                     	0.9982
out/ةياكش_76.jpg         	ةياكش                    	0.9984
out/ةيانك_993.jpg        	ةيانك                    	0.9995
out/ةيبرز_641.jpg        	ةيبرز                    	0.9994
out/ةيبرعلا_164.jpg      	ةيبرعلا                  	0.9959
out/ةيتلاآ_738.jpg       	ةيتلآ                    	0.9210
out/ةيثيحلا_647.jpg      	ةيثيحلا                  	0.9970
out/ةيجمھ_217.jpg        	ةيجم                     	0.9977
out/ةيخملا_19.jpg        	ةيخملا                   	0.9985
out/ةيراس_638.jpg        	ةيراس                    	0.9871
out/ةيرف_150.jpg         	ةيرف                     	0.9996
out/ةيرف_683.jpg         	ةيرف                     	0.9985
out/ةيركس_100.jpg        	ةيكس                     	0.9729
out/ةيرھن_145.jpg        	ةيرن                     	0.9987
out/ةيزام_966.jpg        	ةيزام                    	0.9983
out/ةيزكرم_747.jpg       	ةيزكرم                   	0.9992
out/ةيسنجلا_432.jpg      	ةيسنجلا                  	0.9871
out/ةيسنلب_598.jpg       	ةيسنلب                   	0.9919
out/ةيشوربا_791.jpg      	ةيشوربا                  	0.9975
out/ةيضرت_341.jpg        	ةيضرت                    	0.9988
out/ةيضرم_514.jpg        	ةيضرم                    	0.9983
out/ةيضفلاو_187.jpg      	ةيضفلاو                  	0.9989
out/ةيضقا_575.jpg        	ةيضقا                    	0.9995
out/ةيعبطم_338.jpg       	ةيعبطم                   	0.9993
out/ةيفلاتئا_702.jpg     	ةيفلاتئا                 	0.8714
out/ةيفوصلا_491.jpg      	ةيفوصلا                  	0.9986
out/ةيقباس_768.jpg       	ةيقباس                   	0.9979
out/ةيقلخ_215.jpg        	ةيقلخ                    	0.9983
out/ةيكرمجلا_369.jpg     	ةيكرمجلا                 	0.9971
out/ةيلاو_336.jpg        	ةيلاو                    	0.9979
out/ةيلاو_662.jpg        	ةيلاو                    	0.9757
out/ةيللاز_174.jpg       	ةيللاز                   	0.9980
out/ةيمحم_992.jpg        	ةيمحم                    	0.9380
out/ةيملاسا_256.jpg      	ةيملاسا                  	0.9974
out/ةينكر_441.jpg        	ةينكر                    	0.9982
out/ةينيص_390.jpg        	ةينيص                    	0.9988
out/ةيواك_327.jpg        	ةيواك                    	0.9981
out/ةيئابرھك_862.jpg     	ةيئابرك                  	0.9956
out/ةيئام_277.jpg        	ةيئام                    	0.9526
out/ةئزجت_442.jpg        	ةئزجت                    	0.9974
out/ةھبشلا_558.jpg       	ةبشلا                    	0.9967
out/ةھقن_952.jpg         	ةقن                      	0.9993
out/تابث_27.jpg          	تابث                     	0.9950
out/تابقاعم_415.jpg      	تابقاعم                  	0.9965
out/تاثفن_288.jpg        	تاثفن                    	0.9824
out/تاحسا_289.jpg        	تاحسا                    	0.9987
out/تاحطسملا_943.jpg     	تاحطسملا                 	0.9923
out/تادھاشم_263.jpg      	تاداشم                   	0.9889
out/تارخأتملا_752.jpg    	تارخأتملا                	0.9865
out/تارك_640.jpg         	تارك                     	0.9993
out/تاركس_577.jpg        	تاركس                    	0.9945
out/تاشم_587.jpg         	تاشم                     	0.9993
out/تاعاطق_987.jpg       	تاعاطق                   	0.9993
out/تاموسر_252.jpg       	تاموسر                   	0.9952
out/تاورحص_998.jpg       	تاورحص                   	0.9981
out/تايافن_167.jpg       	تايافن                   	0.9916
out/تايحلا_184.jpg       	تايحلا                   	0.9983
out/تايقتلم_821.jpg      	تايقتلم                  	0.9222
out/تأتفا_398.jpg        	تأتفا                    	0.9921
out/تاھمرب_512.jpg       	تامرب                    	0.9977
out/تحتفنا_824.jpg       	تحتفنا                   	0.9921
out/تحص_671.jpg          	تحص                      	0.9995
out/تداع_959.jpg         	تداع                     	0.9972
out/تراد_599.jpg         	تراد                     	0.9983
out/توربج_990.jpg        	توربج                    	0.9981
out/تيمك_868.jpg         	تيمك                     	0.9987
out/ثاغم_876.jpg         	ثاغم                     	0.9903
out/ثحبي_528.jpg         	ثحبي                     	0.9915
out/ثدج_648.jpg          	ثدج                      	0.9975
out/ثرك_373.jpg          	ثرك                      	0.9977
out/ثوعبم_861.jpg        	ثوعبم                    	0.9971
out/ثيثر_15.jpg          	ثيثر                     	0.9936
out/ثيدحلا_26.jpg        	ثيدحلا                   	0.9970
out/جاجر_414.jpg         	جاجر                     	0.9985
out/جاھنم_653.jpg        	جانم                     	0.9991
out/جتر_748.jpg          	جتر                      	0.9997
out/جحاسم_770.jpg        	جحاسم                    	0.9981
out/جرحت_544.jpg         	جرحت                     	0.9973
out/جسوك_618.jpg         	جسوك                     	0.9993
out/جعلا_527.jpg         	جعلا                     	0.9607
out/جعلا_786.jpg         	جعلا                     	0.9605
out/جلاف_242.jpg         	جلاف                     	0.9997
out/جلث_183.jpg          	جلث                      	0.9985
out/جلجلم_431.jpg        	جلجلم                    	0.9981
out/جلجلم_674.jpg        	جلجلم                    	0.9985
out/جلمغ_856.jpg         	جلمغ                     	0.9988
out/جنس_17.jpg           	جنس                      	0.9986
out/جومم_396.jpg         	جومم                     	0.9983
out/جئام_23.jpg          	جئام                     	0.9962
out/جيھن_642.jpg         	جين                      	0.9996
out/حارا_538.jpg         	حارا                     	0.9985
out/حاضتا_632.jpg        	حاضتا                    	0.9972
out/حبس_478.jpg          	حبس                      	0.9993
out/حتتفم_31.jpg         	حتتفم                    	0.9982
out/حتتفم_700.jpg        	حتتفم                    	0.9939
out/حرشنا_626.jpg        	حرشنا                    	0.9972
out/حرقتم_941.jpg        	حرقتم                    	0.9986
out/حفاص_280.jpg         	حفاص                     	0.9986
out/حفلا_189.jpg         	حفلا                     	0.9950
out/حلاصملا_38.jpg       	حلاصملا                  	0.9943
out/حلاف_888.jpg         	حلا                      	0.9640
out/حمس_524.jpg          	حمس                      	0.9989
out/حوجر_8.jpg           	حوجر                     	0.9978
out/حوصن_6.jpg           	حوصن                     	0.9991
out/حئارق_726.jpg        	حئارق                    	0.9986
out/حئاصن_310.jpg        	حئاصن                    	0.9983
out/حئاصن_556.jpg        	حئاصن                    	0.9987
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
out/خابط_303.jpg         	خابط                     	0.9978
out/خارف_783.jpg         	خارف                     	0.9976
out/خرا_332.jpg          	خرا                      	0.9976
out/خسانت_656.jpg        	خسانت                    	0.9955
out/خلسم_837.jpg         	خلسم                     	0.9963
out/خم_74.jpg            	خم                       	0.9615
out/خيوبت_198.jpg        	خيوبت                    	0.9871
out/دادتراك_549.jpg      	دادتراك                  	0.9961
out/دادحلا_567.jpg       	دادحلا                   	0.9995
out/دار_788.jpg          	دار                      	0.9996
out/دارق_129.jpg         	دارق                     	0.9996
out/داركلأا_224.jpg      	داركلأا                  	0.9961
out/داعبا_313.jpg        	داعبا                    	0.9996
out/داعبا_942.jpg        	داعبا                    	0.9995
out/دافم_370.jpg         	دافم                     	0.9996
out/داوطا_680.jpg        	داوطا                    	0.9993
out/دايح_610.jpg         	دايح                     	0.9993
out/دايح_803.jpg         	دايح                     	0.9997
out/دآرا_731.jpg         	دآرا                     	0.9989
out/دآرا_811.jpg         	دآرا                     	0.9987
out/داھجا_394.jpg        	داجا                     	0.9996
out/دترم_525.jpg         	دترم                     	0.9991
out/دحاج_585.jpg         	دحاج                     	0.9983
out/ددش_211.jpg          	ددش                      	0.9989
out/درن_867.jpg          	درن                      	0.9997
out/دشنم_584.jpg         	دشنم                     	0.9998
out/دعاب_456.jpg         	دعاب                     	0.9951
out/دكر_839.jpg          	دكر                      	0.9997
out/دكر_913.jpg          	دكر                      	0.9997
out/دكو_629.jpg          	دكو                      	0.9992
out/دلبلا_651.jpg        	دلبلا                    	0.9991
out/دمخ_353.jpg          	دمخ                      	0.9968
out/دمر_82.jpg           	دمر                      	0.9987
out/دنلوجوت_893.jpg      	دنلوجوت                  	0.9948
out/دوارم_802.jpg        	دوارم                    	0.9992
out/دوجھ_500.jpg         	دوج                      	0.9995
out/دودك_182.jpg         	دودك                     	0.9996
out/دوعمم_274.jpg        	دوعمم                    	0.9991
out/دوكر_964.jpg         	دوكر                     	0.9991
out/ديتع_672.jpg         	ديتع                     	0.9990
out/ديدح_807.jpg         	ديدح                     	0.9995
out/ديدص_568.jpg         	ديدص                     	0.9985
out/ديرشت_213.jpg        	ديرشت                    	0.9992
out/ديسمت_755.jpg        	ديسمت                    	0.9993
out/ديشارم_254.jpg       	ديشارم                   	0.9983
out/ديشارم_258.jpg       	ديشارم                   	0.9980
out/ديشم_954.jpg         	ديشم                     	0.9990
out/ديطانم_540.jpg       	ديطانم                   	0.9987
out/ديعس_434.jpg         	ديعس                     	0.9991
out/ديقعت_423.jpg        	ديقعت                    	0.9984
out/دھاعتم_614.jpg       	داعتم                    	0.9984
out/دھدھ_371.jpg         	دد                       	0.9989
out/دھدھ_670.jpg         	دد                       	0.9973
out/ذفاون_833.jpg        	ذفاون                    	0.9993
out/ذلاوف_28.jpg         	ذلاوف                    	0.9987
out/ذلاوفلا_234.jpg      	ذلاوفلا                  	0.9975
out/ذئدعب_9.jpg          	ذئدعب                    	0.9808
out/راتما_397.jpg        	راتما                    	0.9979
out/راحسا_561.jpg        	راحسا                    	0.9993
out/راحيم_236.jpg        	راحيم                    	0.9988
out/رادتقا_128.jpg       	رادتقا                   	0.9993
out/رادمكح_172.jpg       	رادمكح                   	0.9947
out/رارزا_569.jpg        	رارزا                    	0.9987
out/رارمتساب_592.jpg     	رارمتساب                 	0.9977
out/راصرص_216.jpg        	راصرص                    	0.9988
out/راصعلإا_469.jpg      	راصعلإا                  	0.9910
out/راطقتسا_789.jpg      	راطقتسا                  	0.9995
out/راعن_706.jpg         	راعن                     	0.9996
out/راغص_609.jpg         	راغص                     	0.9997
out/راف_78.jpg           	راف                      	0.9998
out/راكم_405.jpg         	راكم                     	0.9999
out/راوخ_798.jpg         	راوخ                     	0.9989
out/راوز_389.jpg         	راوز                     	0.9995
out/رايلم_46.jpg         	رايلم                    	0.9987
out/رايلم_63.jpg         	رايلم                    	0.9983
out/ربجم_153.jpg         	ربجم                     	0.9997
out/ربكلأا_776.jpg       	ربكلأا                   	0.9965
out/ربنت_35.jpg          	ربنت                     	0.9982
out/رتق_873.jpg          	رتق                      	0.9956
out/رثخ_751.jpg          	رثخ                      	0.9988
out/رثك_677.jpg          	رثك                      	0.9999
out/رجانط_54.jpg         	رجانط                    	0.9996
out/رجد_447.jpg          	رجد                      	0.9997
out/رحبتم_843.jpg        	رحبتم                    	0.9988
out/رحج_759.jpg          	رحج                      	0.9996
out/رحج_866.jpg          	رحج                      	0.9994
out/رخاف_108.jpg         	رخاف                     	0.9984
out/رخب_745.jpg          	رخب                      	0.9976
out/رداشون_107.jpg       	رداشون                   	0.9991
out/رداون_410.jpg        	رداون                    	0.9991
out/ردحنم_24.jpg         	م                        	0.7325
out/ردقلا_916.jpg        	ردقلا                    	0.9983
out/رذ_317.jpg           	رذ                       	0.9991
out/رزب_69.jpg           	رزب                      	0.9995
out/رزئم_366.jpg         	رزثم                     	0.8873
out/رساكت_318.jpg        	رساكت                    	0.9991
out/رسب_933.jpg          	رسب                      	0.9995
out/رست_56.jpg           	رست                      	0.9995
out/رست_714.jpg          	رست                      	0.9995
out/رسف_757.jpg          	رسف                      	0.9998
out/رسف_925.jpg          	رسف                      	0.9996
out/رشلاب_848.jpg        	رشلاب                    	0.9988
out/رطافلا_718.jpg       	رطافلا                   	0.9991
out/رطخي_207.jpg         	رطخي                     	0.9989
out/رطسم_380.jpg         	رطسم                     	0.9999
out/رطنق_883.jpg         	رطنق                     	0.9998
out/رظنلل_948.jpg        	رظنلل                    	0.9979
out/رعانو_842.jpg        	رعانو                    	0.9986
out/رفض_909.jpg          	رفض                      	0.9988
out/رك_991.jpg           	رك                       	0.9998
out/ركف_476.jpg          	ركف                      	0.9994
out/رمج_136.jpg          	رمج                      	0.9995
out/رمذتلا_440.jpg       	رمذتلا                   	0.9931
out/رمقلا_121.jpg        	رمقلا                    	0.9983
out/رمھ_451.jpg          	رم                       	0.9983
